,book_id,goodreads_book_id,authors,original_publication_year,language_code,Art,Biography,Business,Chick Lit,Children's,Christian,Classics,Comics,Contemporary,Cookbooks,Crime,Ebooks,Fantasy,Fiction,Gay and Lesbian,Graphic Novels,Historical Fiction,History,Horror,Humor and Comedy,Manga,Memoir,Music,Mystery,Nonfiction,Paranormal,Philosophy,Poetry,Psychology,Religion,Romance,Science,Science Fiction,Self Help,Spirituality,Sports,Suspense,Thriller,Travel,Young Adult
29,30,8442457,Gillian Flynn,2012.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.0,0.0,2134.0,0.0,0.0,1808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8307.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,422.0,1321.0,0.0,0.0
30,31,4667024,Kathryn Stockett,2009.0,eng,0.0,0.0,0.0,850.0,0.0,0.0,519.0,0.0,811.0,0.0,0.0,213.0,0.0,9879.0,0.0,0.0,8342.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
31,32,890,John Steinbeck,1937.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,19214.0,0.0,0.0,0.0,0.0,0.0,0.0,9439.0,0.0,0.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0
32,33,930,Arthur Golden,1997.0,eng,0.0,206.0,0.0,240.0,0.0,0.0,1197.0,0.0,551.0,0.0,0.0,0.0,0.0,8127.0,0.0,0.0,7195.0,489.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34,10818853,E.L. James,2011.0,eng,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
34,35,865,"Paulo Coelho, Alan R. Clarke",1988.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,3089.0,0.0,520.0,0.0,0.0,131.0,2297.0,9712.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,0.0,0.0,238.0,101.0,0.0,0.0,452.0,961.0,0.0,0.0,0.0,198.0,166.0
35,36,3636,Lois Lowry,1993.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,98.0,0.0,0.0,204.0,252.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0
36,37,100915,C.S. Lewis,1950.0,eng,0.0,0.0,0.0,0.0,1506.0,1067.0,7012.0,0.0,0.0,0.0,0.0,0.0,19280.0,5422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,3832.0
37,38,14050,Audrey Niffenegger,2003.0,eng,0.0,0.0,0.0,894.0,0.0,0.0,297.0,0.0,1127.0,0.0,0.0,0.0,3009.0,8573.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,4778.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0
38,39,13496,George R.R. Martin,1996.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,162.0,0.0,0.0,435.0,1422.0,7784.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40,19501,Elizabeth Gilbert,2006.0,eng,0.0,995.0,0.0,914.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,80.0,0.0,1182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.0,0.0,0.0,1747.0,0.0,103.0,0.0,0.0,184.0,562.0,0.0,0.0,275.0,603.0,0.0,0.0,0.0,2025.0,0.0
40,41,28187,Rick Riordan,2005.0,eng,0.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,185.0,0.0,0.0,244.0,16461.0,3065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7898.0
41,42,1934,Louisa May Alcott,1868.0,en-US,0.0,0.0,0.0,274.0,430.0,0.0,20533.0,0.0,0.0,0.0,0.0,251.0,0.0,5990.0,0.0,0.0,2099.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0
42,43,10210,"Charlotte Brontë, Michael Mason",1847.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,374.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0
43,44,15931,Nicholas Sparks,1996.0,eng,0.0,0.0,0.0,1440.0,0.0,0.0,178.0,0.0,719.0,0.0,0.0,96.0,0.0,3160.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
44,45,4214,Yann Martel,2001.0,,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,0.0,1021.0,0.0,0.0,135.0,2012.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,134.0,540.0
45,46,43641,Sara Gruen,2006.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,157.0,0.0,0.0,0.0,0.0,1937.0,0.0,0.0,1445.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
46,47,19063,Markus Zusak,2005.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,1222.0,0.0,526.0,0.0,0.0,297.0,561.0,9253.0,0.0,0.0,13616.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8605.0
47,48,4381,Ray Bradbury,1953.0,spa,0.0,0.0,0.0,0.0,0.0,0.0,14903.0,0.0,0.0,0.0,0.0,158.0,842.0,9502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,156.0,8319.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0
48,49,49041,Stephenie Meyer,2006.0,eng,0.0,0.0,0.0,524.0,0.0,0.0,0.0,0.0,365.0,0.0,0.0,145.0,10301.0,4263.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,4063.0,0.0,0.0,0.0,0.0,6697.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,12552.0
49,50,30119,Shel Silverstein,1974.0,eng,0.0,0.0,0.0,0.0,1668.0,0.0,1682.0,0.0,0.0,0.0,0.0,0.0,169.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,9108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0
50,51,256683,Cassandra Clare,2007.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,372.0,1462.0,2141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,4297.0,0.0,0.0,0.0,0.0,3205.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,11360.0
51,52,428263,Stephenie Meyer,2007.0,en-US,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,9913.0,4083.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,3971.0,0.0,0.0,0.0,0.0,6445.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,12141.0
52,53,113436,Christopher Paolini,2002.0,en-US,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18952.0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,103.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,5509.0
53,54,11,Douglas Adams,1979.0,en-US,0.0,0.0,0.0,0.0,0.0,0.0,2829.0,0.0,127.0,0.0,0.0,151.0,3428.0,7012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,10977.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0
54,55,5129,Aldous Huxley,1932.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,12212.0,0.0,0.0,0.0,0.0,147.0,719.0,9497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,218.0,7151.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0
55,56,1162543,Stephenie Meyer,2008.0,en-US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,596.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,282.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0
56,57,37435,Sue Monk Kidd,2001.0,en-US,0.0,0.0,0.0,452.0,0.0,0.0,454.0,0.0,438.0,0.0,0.0,0.0,0.0,6543.0,0.0,0.0,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0
57,58,2956,"Mark Twain, John Seelye, Guy Cardwell",1884.0,eng,0.0,0.0,0.0,0.0,301.0,0.0,17401.0,0.0,0.0,0.0,0.0,147.0,0.0,7519.0,0.0,0.0,1481.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.0
58,59,24178,"E.B. White, Garth Williams, Rosemary Wells",1952.0,eng,0.0,0.0,0.0,0.0,2237.0,0.0,5641.0,0.0,0.0,0.0,0.0,0.0,1278.0,3568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.0
59,60,1618,Mark Haddon,2003.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,172.0,0.0,31.0,101.0,0.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,380.0
60,61,22557272,Paula Hawkins,2015.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,0.0,1629.0,296.0,0.0,6964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,4653.0,0.0,0.0
61,62,119322,Philip Pullman,1995.0,eng,0.0,0.0,0.0,0.0,615.0,0.0,483.0,0.0,0.0,0.0,0.0,0.0,18539.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,107.0,0.0,0.0,0.0,260.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,6248.0
62,63,6185,"Emily Brontë, Richard J. Dunn",1847.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,23760.0,0.0,0.0,0.0,0.0,266.0,0.0,6848.0,0.0,0.0,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,64,10917,Jodi Picoult,2004.0,eng,0.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,65.0,0.0,4763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0
64,65,4981,Kurt Vonnegut Jr.,1969.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,9243.0,0.0,179.0,0.0,0.0,154.0,491.0,8881.0,0.0,0.0,1139.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,3863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,66,18405,Margaret Mitchell,1936.0,eng,0.0,0.0,0.0,125.0,0.0,0.0,10242.0,0.0,0.0,0.0,0.0,0.0,0.0,4259.0,0.0,0.0,5000.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67,128029,Khaled Hosseini,2007.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,892.0,0.0,0.0,104.0,0.0,6699.0,0.0,0.0,2717.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
67,68,22628,Stephen Chbosky,1999.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,754.0,0.0,3125.0,0.0,0.0,276.0,0.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0
68,69,11735983,Veronica Roth,2012.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,3108.0,3645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390.0,0.0,3093.0,0.0,0.0,0.0,0.0,0.0,0.0,12333.0
69,70,375802,Orson Scott Card,1985.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,1554.0,0.0,0.0,0.0,0.0,196.0,2376.0,6023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,13271.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.0
