goodreads_book_id,genre,count
668,Fiction,24
668,Historical Fiction,86
668,History,27
668,Philosophy,231
668,Romance,9
668,Science Fiction,16
676,Classics,3
676,Contemporary,10
676,Ebooks,2
676,Fiction,10
676,Nonfiction,7
676,Poetry,1355
698,Chick Lit,8
698,Contemporary,50
698,Ebooks,8
698,Fiction,454
698,Historical Fiction,5
703,Classics,22
703,Contemporary,42
703,Fantasy,20
703,Fiction,431
703,Historical Fiction,371
703,History,91
703,Science Fiction,70
706,Biography,7
706,Fiction,141
706,Historical Fiction,12
706,History,336
706,Nonfiction,401
760,Classics,143
760,Contemporary,42
760,Ebooks,24
760,Fiction,812
760,Historical Fiction,15
760,Romance,124
771,Ebooks,33
771,History,14
771,Nonfiction,484
771,Philosophy,56
771,Science,2944
816,Contemporary,50
816,Ebooks,70
816,Fantasy,124
816,Fiction,1892
816,Historical Fiction,655
816,History,142
816,Mystery,47
816,Science,132
816,Science Fiction,1559
816,Thriller,222
822,Ebooks,26
822,Fantasy,162
822,Fiction,495
822,Historical Fiction,466
822,History,94
822,Philosophy,8
822,Science,28
822,Science Fiction,214
823,Ebooks,38
823,Fantasy,318
823,Fiction,856
823,Historical Fiction,820
823,History,149
823,Philosophy,20
823,Science,64
823,Science Fiction,412
823,Thriller,11
825,Contemporary,10
825,Crime,9
825,Ebooks,18
825,Fantasy,21
825,Fiction,369
825,Horror,7
825,Mystery,40
825,Science,33
825,Science Fiction,277
825,Suspense,16
825,Thriller,81
827,Ebooks,50
827,Fantasy,231
827,Fiction,1015
827,Science,82
827,Science Fiction,1992
830,Classics,100
830,Contemporary,27
830,Ebooks,74
830,Fantasy,325
830,Fiction,2190
830,Mystery,45
830,Religion,44
830,Science,125
830,Science Fiction,3956
830,Thriller,88
840,Art,63
840,Business,112
840,Classics,9
840,History,10
840,Nonfiction,125
840,Philosophy,19
840,Psychology,56
840,Science,54
865,Classics,3089
865,Contemporary,520
865,Ebooks,131
865,Fantasy,2297
865,Fiction,9712
865,Historical Fiction,334
865,Philosophy,1979
865,Religion,238
865,Romance,101
865,Self Help,452
865,Spirituality,961
865,Travel,198
865,Young Adult,166
870,Comics,25
870,Fantasy,51
870,Fiction,107
870,Graphic Novels,452
870,Manga,381
870,Mystery,18
870,Romance,9
870,Science Fiction,100
870,Young Adult,98
880,Classics,10
880,Crime,8
880,Ebooks,14
880,Fiction,532
880,Historical Fiction,1234
880,History,178
880,Mystery,53
880,Suspense,23
880,Thriller,90
880,Travel,6
890,Classics,19214
890,Fiction,9439
890,Historical Fiction,1433
890,Young Adult,339
900,Biography,66
900,Business,4
900,Contemporary,5
900,Ebooks,13
900,Fiction,32
900,Memoir,47
900,Nonfiction,94
900,Philosophy,5
900,Psychology,142
900,Romance,19
900,Self Help,64
902,Children's,341
902,Classics,427
902,Contemporary,48
902,Fantasy,33
902,Fiction,1173
902,Mystery,2666
902,Suspense,72
902,Thriller,48
902,Young Adult,1416
903,Children's,167
903,Classics,32
903,Contemporary,11
903,Fantasy,92
903,Fiction,280
903,Historical Fiction,32
903,Mystery,182
903,Young Adult,261
930,Biography,206
930,Chick Lit,240
930,Classics,1197
930,Contemporary,551
930,Fiction,8127
930,Historical Fiction,7195
930,History,489
930,Memoir,314
930,Romance,1785
952,Christian,61
952,Nonfiction,42
952,Psychology,23
952,Religion,9
952,Self Help,23
960,Art,80
960,Classics,87
960,Contemporary,532
960,Crime,820
960,Ebooks,106
960,Fantasy,322
960,Fiction,9364
960,Historical Fiction,822
960,History,174
960,Mystery,5740
960,Religion,460
960,Romance,87
960,Science Fiction,155
960,Suspense,1274
960,Thriller,4563
968,Art,242
968,Classics,227
968,Contemporary,786
968,Ebooks,133
968,Fantasy,379
968,Fiction,13725
968,Historical Fiction,1379
968,History,324
968,Mystery,121
968,Religion,672
968,Romance,115
968,Science Fiction,101
968,Suspense,1507
968,Thriller,5358
976,Contemporary,137
976,Crime,297
976,Ebooks,72
976,Fantasy,52
976,Fiction,3201
976,Historical Fiction,33
976,Mystery,1594
976,Romance,37
976,Science,43
976,Science Fiction,288
976,Suspense,556
976,Thriller,2273
998,Business,513
998,Ebooks,7
998,Nonfiction,221
998,Philosophy,7
998,Psychology,33
998,Science,7
998,Self Help,184
1005,Business,99
1005,Classics,70
1005,Ebooks,20
1005,Nonfiction,153
1005,Self Help,101
1005,Spirituality,15
1032,Biography,89
1032,Business,222
1032,History,7
1032,Memoir,13
1032,Nonfiction,36
1032,Philosophy,4
1032,Psychology,5
1032,Self Help,17
1052,Business,496
1052,Classics,63
1052,Fiction,101
1052,Historical Fiction,8
1052,History,15
1052,Nonfiction,88
1052,Philosophy,50
1052,Psychology,28
1052,Self Help,262
1067,Biography,104
1067,Classics,25
1067,Ebooks,22
1067,Fiction,44
1067,Historical Fiction,103
1067,History,4413
1067,Nonfiction,806
1078,Fiction,45
1078,Young Adult,31
1097,Business,88
1097,Contemporary,18
1097,Fiction,20
1097,History,169
1097,Nonfiction,1548
1097,Psychology,24
1097,Science,135
1103,Chick Lit,128
1103,Contemporary,69
1103,Ebooks,45
1103,Fiction,2442
1103,Historical Fiction,3480
1103,History,112
1103,Romance,46
1103,Young Adult,27
1110,Contemporary,21
1110,Crime,103
1110,Ebooks,29
1110,Fiction,191
1110,Horror,20
1110,Mystery,300
1110,Suspense,120
1110,Thriller,375
1171,Biography,85
1171,Business,280
1171,Ebooks,8
1171,Fiction,42
1171,History,113
1171,Memoir,28
1171,Nonfiction,80
1191,Cookbooks,335
1191,Ebooks,1
1191,Fiction,1
1191,Nonfiction,9
1192,Cookbooks,622
1192,Ebooks,4
1192,Nonfiction,25
1202,Business,133
1202,Contemporary,42
1202,Ebooks,66
1202,Fiction,41
1202,History,91
1202,Nonfiction,2959
1202,Philosophy,106
1202,Psychology,581
1202,Science,878
1202,Self Help,58
1232,Classics,144
1232,Contemporary,286
1232,Crime,106
1232,Ebooks,86
1232,Fantasy,796
1232,Fiction,4560
1232,Historical Fiction,2973
1232,History,122
1232,Mystery,2613
1232,Romance,355
1232,Suspense,230
1232,Thriller,311
1241,Biography,282
1241,Contemporary,123
1241,Fiction,222
1241,Memoir,186
1241,Nonfiction,57
1241,Psychology,116
1274,Chick Lit,23
1274,Classics,13
1274,Contemporary,11
1274,Ebooks,20
1274,Fiction,21
1274,Nonfiction,261
1274,Philosophy,56
1274,Psychology,542
1274,Romance,56
1274,Self Help,736
1295,Chick Lit,22
1295,Classics,224
1295,Contemporary,25
1295,Ebooks,37
1295,Fantasy,92
1295,Fiction,314
1295,Historical Fiction,490
1295,History,183
1295,Romance,229
1295,Science Fiction,52
1295,Young Adult,46
1301,Biography,115
1301,Business,130
1301,Contemporary,9
1301,Ebooks,21
1301,Fiction,23
1301,History,86
1301,Memoir,12
1301,Nonfiction,201
1301,Psychology,13
1301,Science,35
1301,Sports,349
1303,Biography,14
1303,Business,485
1303,Classics,14
1303,Ebooks,23
1303,History,157
1303,Nonfiction,148
1303,Philosophy,252
1303,Psychology,397
1303,Science,13
1303,Self Help,252
1305,Classics,17
1305,Ebooks,10
1305,Fantasy,39
1305,Fiction,488
1305,Historical Fiction,459
1305,History,269
1305,Nonfiction,7
1305,Philosophy,6
1307,Ebooks,8
1307,Fantasy,251
1307,Fiction,87
1307,Science Fiction,12
1319,Art,291
1319,Business,235
1319,Ebooks,13
1319,Fiction,12
1319,Music,17
1319,Nonfiction,337
1319,Philosophy,62
1319,Psychology,160
1319,Self Help,366
1319,Spirituality,24
1362,Classics,911
1362,Fiction,32
1362,Historical Fiction,21
1362,History,1900
1362,Nonfiction,160
1362,Philosophy,45
1362,Travel,22
1371,Classics,8814
1371,Ebooks,79
1371,Fantasy,546
1371,Fiction,2132
1371,Historical Fiction,442
1371,History,559
1371,Philosophy,78
1371,Poetry,2823
1375,Classics,1055
1375,Fantasy,91
1375,Fiction,281
1375,Historical Fiction,56
1375,History,64
1375,Philosophy,14
1375,Poetry,247
1375,Religion,6
1375,Romance,6
1381,Classics,14238
1381,Ebooks,78
1381,Fantasy,1271
1381,Fiction,3670
1381,Historical Fiction,440
1381,History,555
1381,Philosophy,98
1381,Poetry,3418
1381,Travel,70
1420,Classics,13787
1420,Ebooks,91
1420,Fantasy,71
1420,Fiction,3145
1420,Historical Fiction,328
1420,Poetry,612
1420,Romance,85
1426,Classics,5
1426,Contemporary,22
1426,Ebooks,23
1426,Fantasy,18
1426,Fiction,19
1426,Nonfiction,12
1426,Philosophy,128
1426,Psychology,5
1426,Religion,20
1426,Self Help,63
1426,Spirituality,97
1427,Classics,14
1427,Contemporary,71
1427,Ebooks,17
1427,Fantasy,12
1427,Fiction,146
1427,Mystery,9
1427,Philosophy,121
1427,Religion,11
1427,Romance,72
1427,Self Help,8
1427,Spirituality,74
1427,Travel,11
1428,Classics,15
1428,Contemporary,89
1428,Ebooks,31
1428,Fantasy,13
1428,Fiction,644
1428,Philosophy,130
1428,Religion,31
1428,Romance,183
1428,Self Help,14
1428,Spirituality,95
1430,Classics,27
1430,Contemporary,165
1430,Ebooks,34
1430,Fiction,877
1430,Philosophy,123
1430,Romance,248
1430,Spirituality,53
1431,Classics,52
1431,Ebooks,47
1431,Fiction,48
1431,Mystery,20
1431,Psychology,142
1431,Romance,130
1431,Self Help,26
1431,Young Adult,22
1519,Classics,1077
1519,Fantasy,19
1519,Fiction,243
1519,Historical Fiction,16
1519,History,49
1519,Philosophy,22
1519,Poetry,127
1524,Classics,335
1524,Fantasy,10
1524,Fiction,59
1524,Historical Fiction,11
1524,History,10
1524,Philosophy,8
1524,Poetry,16
1540,Classics,1415
1540,Ebooks,14
1540,Fantasy,25
1540,Fiction,355
1540,Historical Fiction,25
1540,History,47
1540,Philosophy,51
1540,Poetry,79
1554,Classics,134
1554,Fantasy,65
1554,Fiction,716
1554,Historical Fiction,71
1554,History,54
1554,Philosophy,58
1554,Poetry,97
1554,Psychology,19
1591,Fiction,194
1591,Historical Fiction,20
1591,History,24
1591,Philosophy,15
1591,Poetry,27
1617,Biography,253
1617,Classics,3905
1617,Contemporary,69
1617,Fiction,772
1617,Historical Fiction,662
1617,History,2936
1617,Horror,75
1617,Memoir,440
1617,Nonfiction,2742
1617,Philosophy,68
1617,Religion,146
1617,Young Adult,315
1618,Classics,236
1618,Contemporary,172
1618,Crime,31
1618,Ebooks,101
1618,Fiction,1099
1618,Mystery,188
1618,Psychology,41
1618,Suspense,31
1618,Young Adult,380
1622,Classics,9438
1622,Ebooks,78
1622,Fantasy,1377
1622,Fiction,1815
1622,Historical Fiction,76
1622,Poetry,490
1622,Romance,754
1624,Biography,315
1624,Classics,44
1624,Ebooks,8
1624,Fiction,24
1624,Historical Fiction,10
1624,History,128
1624,Memoir,381
1624,Nonfiction,257
1624,Travel,156
1625,Classics,4199
1625,Ebooks,32
1625,Fantasy,25
1625,Fiction,778
1625,Historical Fiction,52
1625,Poetry,217
1625,Romance,319
1627,Classics,32
1627,Contemporary,76
1627,Ebooks,19
1627,Fiction,663
1627,Historical Fiction,28
1627,Romance,303
1633,Business,106
1633,Ebooks,46
1633,Nonfiction,101
1633,Psychology,13
1633,Self Help,80
1635,Business,463
1635,Ebooks,3
1635,Nonfiction,23
1635,Psychology,9
1635,Self Help,17
1715,Fantasy,133
1715,Fiction,419
1715,Historical Fiction,23
1715,History,98
1715,Philosophy,71
1715,Poetry,1226
1715,Religion,31
1823,Biography,13
1823,Contemporary,6
1823,Crime,6
1823,Ebooks,9
1823,Fiction,4
1823,History,24
1823,Memoir,12
1823,Nonfiction,218
1823,Philosophy,5
1823,Psychology,32
1823,Religion,33
1823,Travel,13
1824,Biography,11
1824,Contemporary,5
1824,Ebooks,7
1824,Fiction,35
1824,History,146
1824,Memoir,5
1824,Nonfiction,184
1824,Paranormal,23
1824,Psychology,53
1824,Science,18
1842,Business,29
1842,Classics,62
1842,History,1703
1842,Nonfiction,575
1842,Science,512
1845,Biography,1907
1845,Classics,447
1845,Contemporary,140
1845,Ebooks,51
1845,Fiction,370
1845,History,164
1845,Memoir,374
1845,Nonfiction,2370
1845,Philosophy,80
1845,Travel,1079
1845,Young Adult,57
1846,Christian,509
1846,Fiction,7
1846,Nonfiction,98
1846,Philosophy,23
1846,Psychology,19
1846,Religion,128
1846,Self Help,63
1846,Spirituality,83
1848,Biography,709
1848,Classics,42
1848,Contemporary,30
1848,Fiction,206
1848,Historical Fiction,164
1848,History,317
1848,Memoir,160
1848,Nonfiction,373
1848,Travel,22
1849,Crime,25
1849,Ebooks,11
1849,Fiction,223
1849,Mystery,106
1849,Suspense,51
1849,Thriller,43
1852,Children's,113
1852,Classics,5666
1852,Ebooks,91
1852,Fantasy,42
1852,Fiction,2967
1852,Historical Fiction,423
1852,Young Adult,679
1869,Biography,67
1869,Business,64
1869,Contemporary,22
1869,History,51
1869,Memoir,71
1869,Nonfiction,216
1869,Psychology,19
1875,Classics,26
1875,History,11
1875,Nonfiction,177
1875,Philosophy,61
1875,Psychology,82
1875,Science,6
1885,Chick Lit,505
1885,Classics,35772
1885,Ebooks,489
1885,Fiction,11000
1885,Historical Fiction,2813
1885,History,232
1885,Romance,8756
1885,Young Adult,223
1897,Biography,11
1897,Contemporary,3
1897,Ebooks,3
1897,History,13
1897,Memoir,18
1897,Nonfiction,102
1897,Sports,24
1897,Travel,47
1898,Biography,187
1898,Classics,32
1898,Contemporary,28
1898,Ebooks,21
1898,History,130
1898,Memoir,277
1898,Nonfiction,547
1898,Sports,61
1898,Suspense,33
1898,Thriller,53
1898,Travel,208
1911,Business,577
1911,History,687
1911,Nonfiction,538
1911,Philosophy,28
1911,Science,57
1934,Chick Lit,274
1934,Children's,430
1934,Classics,20533
1934,Ebooks,251
1934,Fiction,5990
1934,Historical Fiction,2099
1934,History,132
1934,Romance,1136
1934,Young Adult,2123
1953,Classics,16170
1953,Ebooks,228
1953,Fiction,5394
1953,Historical Fiction,2515
1953,History,336
1953,Romance,238
1953,Young Adult,78
1990,Classics,572
1990,Ebooks,7
1990,Fiction,245
1990,Historical Fiction,28
1990,History,5
1990,Romance,5
2002,Children's,6
2002,Fantasy,267
2002,Fiction,81
2002,Paranormal,5
2002,Science Fiction,3
2002,Young Adult,74
2049,Classics,51
2049,Crime,201
2049,Ebooks,7
2049,Fiction,243
2049,Mystery,353
2049,Suspense,7
2049,Thriller,28
2050,Classics,148
2050,Crime,33
2050,Ebooks,18
2050,Fiction,52
2050,Mystery,685
2050,Suspense,12
2050,Thriller,64
2052,Ebooks,39
2052,Fiction,20
2052,Mystery,25
2052,Suspense,48
2052,Thriller,184
2054,Classics,163
2054,Crime,325
2054,Ebooks,17
2054,Fiction,575
2054,Mystery,707
2054,Suspense,16
2054,Thriller,60
2067,History,8
2067,Nonfiction,97
2067,Philosophy,432
2067,Psychology,59
2067,Religion,432
2067,Science,214
2067,Spirituality,12
2068,History,44
2068,Nonfiction,81
2068,Philosophy,370
2068,Psychology,18
2068,Religion,25
2068,Science,552
2094,Classics,6
2094,Ebooks,26
2094,Fiction,10
2094,History,70
2094,Nonfiction,177
2094,Philosophy,34
2094,Science,145
2095,Ebooks,5
2095,History,17
2095,Nonfiction,178
2095,Philosophy,29
2095,Science,290
2095,Science Fiction,10
2122,Business,36
2122,Classics,2578
2122,Contemporary,61
2122,Ebooks,36
2122,Fiction,3692
2122,Historical Fiction,32
2122,Philosophy,1335
2122,Romance,51
2122,Science Fiction,40
2137,Contemporary,35
2137,Ebooks,9
2137,Fiction,403
2137,Romance,39
2137,Young Adult,7
2142,Christian,18
2142,Contemporary,12
2142,Ebooks,3
2142,Fantasy,6
2142,Fiction,45
2142,Horror,4
2142,Mystery,8
2142,Paranormal,13
2142,Religion,12
2142,Romance,27
2142,Science Fiction,23
2142,Suspense,49
2142,Thriller,18
2142,Young Adult,9
2152,Chick Lit,601
2152,Classics,21
2152,Contemporary,189
2152,Fiction,1165
2152,Romance,242
2156,Chick Lit,159
2156,Classics,14048
2156,Ebooks,181
2156,Fiction,3865
2156,Historical Fiction,904
2156,Romance,3048
2159,Biography,126
2159,Business,113
2159,Crime,10
2159,Fiction,14
2159,History,210
2159,Memoir,88
2159,Nonfiction,171
2165,Classics,10485
2165,Ebooks,69
2165,Fiction,6306
2165,Historical Fiction,101
2165,Young Adult,86
2175,Classics,6900
2175,Ebooks,98
2175,Fiction,2810
2175,Historical Fiction,273
2175,Romance,490
2183,Classics,66
2183,Contemporary,19
2183,Ebooks,20
2183,Fiction,319
2183,Historical Fiction,20
2183,Romance,33
2187,Classics,316
2187,Contemporary,759
2187,Fiction,6142
2187,Historical Fiction,851
2187,History,78
2199,Biography,1245
2199,Business,28
2199,Ebooks,21
2199,Historical Fiction,18
2199,History,3124
2199,Nonfiction,677
2203,Biography,2591
2203,Classics,21
2203,Ebooks,21
2203,Historical Fiction,42
2203,History,3109
2203,Nonfiction,633
2255,Biography,19
2255,Business,9
2255,Classics,9
2255,Contemporary,5
2255,Fantasy,11
2255,Fiction,188
2255,Memoir,17
2255,Nonfiction,28
2255,Philosophy,149
2255,Psychology,48
2255,Religion,12
2255,Self Help,128
2255,Spirituality,209
2255,Sports,9
2265,Biography,65
2265,Ebooks,9
2265,Fiction,21
2265,Memoir,18
2265,Nonfiction,15
2265,Self Help,8
2265,Sports,89
2279,Biography,299
2279,Ebooks,7
2279,History,299
2279,Nonfiction,190
2368,Biography,633
2368,History,569
2368,Memoir,6
2368,Nonfiction,127
2371,Ebooks,4
2371,Historical Fiction,10
2371,History,238
2371,Nonfiction,183
2371,Science,8
2372,Biography,8
2372,Business,10
2372,Ebooks,4
2372,Fiction,7
2372,Historical Fiction,5
2372,History,188
2372,Nonfiction,123
2372,Science,9
2372,Travel,13
2373,Contemporary,32
2373,Crime,528
2373,Ebooks,24
2373,Fiction,470
2373,Horror,72
2373,Mystery,927
2373,Suspense,172
2373,Thriller,543
2430,Contemporary,2
2430,Crime,14
2430,Fiction,53
2430,Mystery,41
2430,Suspense,15
2430,Thriller,31
2442,Ebooks,39
2442,Fantasy,3855
2442,Fiction,642
2442,Science,15
2442,Science Fiction,44
2442,Young Adult,19
2493,Classics,6362
2493,Ebooks,213
2493,Fantasy,796
